col
4.387
0.18651
24.674
15.609
29.947
33.355
31.206
55.284
29.424
16.633
0.056883
49.257
21.006
16.215
0.47115
54.413
24.337
4.657
44.003
58.654
5.77
46.387
0.30087
0.34836
46.312
37.376
0.47356
17.821
46.038
17.871
41.581
0.99701
31.843
34.862
29.935
1.749
49.856
45.672
29.232
57.452
0.14521
48.103
59.794
0.6555
51.885
47.192
11.467
