2.0646
2.1048
2.1832
2.166
2.1944
1.9129
1.9772
2.1115
2.1552
2.1154
1.9987
2.2168
2.2043
2.0226
2.0159
2.0301
2.2535
2.1195
2.0215
2.0425
2.1781
2.1501
2.0923
2.0599
2.1592
1.9916
2.0247
2.0995
2.2938
2.1048
2.0643
2.0727
1.9403
2.0459
1.9774
2.0968
2.0158
2.1261
2.0458
2.1246
2.099
2.0231
2.2066
2.1595
2.0241
1.9304
1.979
2.01
2.0983
2.0056
2.072
2.0069
1.9045
2.1291
2.0449
2.092
2.075
2.057
2.1272
