Col
0.67205
0.69649
0.26036
0.26485
0.70226
0.37193
0.35736
0.34937
0.23342
0.49281
0.21199
0.38644
0.64318
0.78223
0.73303
0.54379
0.65111
0.57889
0.34625
0.47724
0.54057
0.56359
0.36772
0.61928
0.75859
0.75915
0.65483
0.72098
0.19514
0.36677
0.4574
0.33993
0.32767
0.41714
0.76415
0.54245
0.65967
0.26309
0.2464
0.39113
0.6395
0.79964
0.63995
0.79352
0.51467
0.30009
0.83715
0.52013
0.36696
0.25895
0.54084
0.34514
0.19139
0.27535
0.84391
0.7698
0.76727
0.17329
0.34719
